"rowID","ProfID","HorID","lon","lat","top","bottom"
597,"PROF0398",109037,-95.0383301,37.7757988,0,8
601,"PROF0398",109038,-95.0383301,37.7757988,8,18
605,"PROF0398",109040,-95.0383301,37.7757988,37,66
609,"PROF0398",109041,-95.0383301,37.7757988,66,80
613,"PROF0398",109042,-95.0383301,37.7757988,80,96
617,"PROF0033",113746,-100.8617935,38.0912819,0,13
621,"PROF0033",113747,-100.8617935,38.0912819,13,23
625,"PROF0033",113748,-100.8617935,38.0912819,23,34
629,"PROF0033",113749,-100.8617935,38.0912819,34,62
633,"PROF0033",113750,-100.8617935,38.0912819,62,93
637,"PROF0033",113751,-100.8617935,38.0912819,93,112
641,"PROF0033",113752,-100.8617935,38.0912819,112,139
645,"PROF0033",113753,-100.8617935,38.0912819,139,174
649,"PROF0033",113754,-100.8617935,38.0912819,174,200
653,"PROF0035",113755,-100.8412704,38.0056534,0,14
657,"PROF0035",113756,-100.8412704,38.0056534,14,26
661,"PROF0035",113757,-100.8412704,38.0056534,26,41
665,"PROF0035",113758,-100.8412704,38.0056534,41,61
669,"PROF0035",113759,-100.8412704,38.0056534,61,111
673,"PROF0035",113760,-100.8412704,38.0056534,111,142
677,"PROF0035",113761,-100.8412704,38.0056534,142,182
681,"PROF0035",113762,-100.8412704,38.0056534,182,200
685,"PROF0020",113763,-101.416975,37.7141528,0,12
689,"PROF0020",113764,-101.416975,37.7141528,12,30
693,"PROF0020",113765,-101.416975,37.7141528,30,62
697,"PROF0020",113766,-101.416975,37.7141528,62,94
701,"PROF0020",113767,-101.416975,37.7141528,94,139
705,"PROF0020",113768,-101.416975,37.7141528,139,180
709,"PROF0020",113769,-101.416975,37.7141528,180,200
713,"PROF0380",117860,-95.1912994,39.0514107,0,12
717,"PROF0380",117861,-95.1912994,39.0514107,12,29
721,"PROF0380",117862,-95.1912994,39.0514107,29,42
725,"PROF0380",117863,-95.1912994,39.0514107,42,63
729,"PROF0380",117864,-95.1912994,39.0514107,63,76
733,"PROF0380",117865,-95.1912994,39.0514107,76,106
737,"PROF0380",117866,-95.1912994,39.0514107,106,148
741,"PROF0380",117867,-95.1912994,39.0514107,148,210
745,"PROF0172",121594,-97.8481369,39.9366684,0,14
749,"PROF0172",121595,-97.8481369,39.9366684,14,25
753,"PROF0172",121596,-97.8481369,39.9366684,25,41
757,"PROF0172",121597,-97.8481369,39.9366684,41,49
761,"PROF0172",121598,-97.8481369,39.9366684,49,81
765,"PROF0172",121599,-97.8481369,39.9366684,81,106
769,"PROF0172",121600,-97.8481369,39.9366684,106,200
773,"PROF0170",121601,-97.8778915,39.9500847,0,15
777,"PROF0170",121602,-97.8778915,39.9500847,15,25
781,"PROF0170",121603,-97.8778915,39.9500847,25,62
785,"PROF0170",121604,-97.8778915,39.9500847,62,79
789,"PROF0170",121605,-97.8778915,39.9500847,79,110
793,"PROF0170",121606,-97.8778915,39.9500847,110,122
797,"PROF0170",121607,-97.8778915,39.9500847,122,141
801,"PROF0170",121608,-97.8778915,39.9500847,141,170
805,"PROF0170",121609,-97.8778915,39.9500847,170,200
809,"PROF0173",121610,-97.8147202,39.8996925,0,13
813,"PROF0173",121611,-97.8147202,39.8996925,13,23
817,"PROF0173",121612,-97.8147202,39.8996925,23,33
821,"PROF0173",121613,-97.8147202,39.8996925,33,62
825,"PROF0173",121614,-97.8147202,39.8996925,62,79
829,"PROF0173",121615,-97.8147202,39.8996925,79,99
833,"PROF0173",121616,-97.8147202,39.8996925,99,145
837,"PROF0173",121617,-97.8147202,39.8996925,145,200
841,"PROF0204",122498,-97.1393333,39.4171389,0,15
845,"PROF0204",122499,-97.1393333,39.4171389,15,38
849,"PROF0204",122500,-97.1393333,39.4171389,38,64
853,"PROF0204",122501,-97.1393333,39.4171389,64,94
857,"PROF0204",122502,-97.1393333,39.4171389,94,123
861,"PROF0204",122503,-97.1393333,39.4171389,123,158
865,"PROF0204",122504,-97.1393333,39.4171389,158,200
869,"PROF0162",122505,-98.212532,39.6834984,0,25
873,"PROF0162",122506,-98.212532,39.6834984,25,40
877,"PROF0162",122507,-98.212532,39.6834984,40,51
881,"PROF0162",122508,-98.212532,39.6834984,51,73
885,"PROF0162",122509,-98.212532,39.6834984,73,106
889,"PROF0162",122510,-98.212532,39.6834984,106,137
893,"PROF0162",122511,-98.212532,39.6834984,137,183
897,"PROF0162",122512,-98.212532,39.6834984,183,205
901,"PROF0142",122513,-98.7035751,39.4544182,0,11
905,"PROF0142",122514,-98.7035751,39.4544182,11,34
909,"PROF0142",122515,-98.7035751,39.4544182,34,55
913,"PROF0142",122516,-98.7035751,39.4544182,55,72
917,"PROF0142",122517,-98.7035751,39.4544182,72,120
921,"PROF0142",122518,-98.7035751,39.4544182,120,150
925,"PROF0142",122519,-98.7035751,39.4544182,150,205
929,"PROF0206",122520,-97.0597763,39.7811928,0,22
933,"PROF0206",122521,-97.0597763,39.7811928,22,53
937,"PROF0206",122522,-97.0597763,39.7811928,53,79
941,"PROF0206",122523,-97.0597763,39.7811928,79,101
945,"PROF0206",122524,-97.0597763,39.7811928,101,149
949,"PROF0206",122525,-97.0597763,39.7811928,149,192
953,"PROF0206",122526,-97.0597763,39.7811928,192,210
957,"PROF0091",123458,-99.7244034,37.7192268,0,12
961,"PROF0091",123459,-99.7244034,37.7192268,12,28
965,"PROF0091",123460,-99.7244034,37.7192268,28,60
969,"PROF0091",123461,-99.7244034,37.7192268,60,80
973,"PROF0091",123462,-99.7244034,37.7192268,80,96
977,"PROF0091",123463,-99.7244034,37.7192268,96,127
981,"PROF0091",123464,-99.7244034,37.7192268,127,162
985,"PROF0091",123465,-99.7244034,37.7192268,162,200
989,"PROF0044",123466,-100.6753769,38.3119659,0,25
993,"PROF0044",123467,-100.6753769,38.3119659,25,49
997,"PROF0044",123468,-100.6753769,38.3119659,49,71
1001,"PROF0044",123469,-100.6753769,38.3119659,71,92
1005,"PROF0044",123470,-100.6753769,38.3119659,92,114
1009,"PROF0044",123471,-100.6753769,38.3119659,114,150
1013,"PROF0044",123472,-100.6753769,38.3119659,150,205
1017,"PROF0044",123473,-100.6753769,38.3119659,205,257
1021,"PROF0044",123474,-100.6753769,38.3119659,257,304
1025,"PROF0044",123475,-100.6753769,38.3119659,304,322
1029,"PROF0044",123476,-100.6753769,38.3119659,322,362
1033,"PROF0044",123477,-100.6753769,38.3119659,362,417
1037,"PROF0044",123478,-100.6753769,38.3119659,417,458
1041,"PROF0044",123479,-100.6753769,38.3119659,458,526
1045,"PROF0044",123480,-100.6753769,38.3119659,526,581
1049,"PROF0044",123481,-100.6753769,38.3119659,581,622
1053,"PROF0047",123482,-100.6474838,38.3121643,0,18
1057,"PROF0047",123483,-100.6474838,38.3121643,18,48
1061,"PROF0047",123484,-100.6474838,38.3121643,48,86
1065,"PROF0047",123485,-100.6474838,38.3121643,86,129
1069,"PROF0047",123486,-100.6474838,38.3121643,129,158
1073,"PROF0047",123487,-100.6474838,38.3121643,158,198
1077,"PROF0047",123488,-100.6474838,38.3121643,198,241
1081,"PROF0047",123489,-100.6474838,38.3121643,241,276
1085,"PROF0047",123490,-100.6474838,38.3121643,276,313
1089,"PROF0047",123491,-100.6474838,38.3121643,313,361
1093,"PROF0047",123492,-100.6474838,38.3121643,361,413
1097,"PROF0047",123493,-100.6474838,38.3121643,413,450
1101,"PROF0047",123494,-100.6474838,38.3121643,450,470
1105,"PROF0030",123495,-100.9438629,38.4798889,0,12
1109,"PROF0030",123496,-100.9438629,38.4798889,12,28
1113,"PROF0030",123497,-100.9438629,38.4798889,28,45
1117,"PROF0030",123498,-100.9438629,38.4798889,45,64
1121,"PROF0030",123499,-100.9438629,38.4798889,64,102
1125,"PROF0030",123500,-100.9438629,38.4798889,102,125
1129,"PROF0030",123501,-100.9438629,38.4798889,125,158
1133,"PROF0030",123502,-100.9438629,38.4798889,158,200
1137,"PROF0089",125283,-99.7596359,39.5857582,0,24
1141,"PROF0089",125284,-99.7596359,39.5857582,24,43
1145,"PROF0089",125285,-99.7596359,39.5857582,43,65
1149,"PROF0089",125286,-99.7596359,39.5857582,65,91
1153,"PROF0088",125287,-99.7596359,39.5855446,0,14
1157,"PROF0088",125288,-99.7596359,39.5855446,14,28
1161,"PROF0081",125289,-100.0942688,38.7833824,0,20
1165,"PROF0081",125290,-100.0942688,38.7833824,20,39
1169,"PROF0081",125291,-100.0942688,38.7833824,39,60
1173,"PROF0081",125292,-100.0942688,38.7833824,60,73
1177,"PROF0081",125293,-100.0942688,38.7833824,73,103
1181,"PROF0081",125294,-100.0942688,38.7833824,103,144
1185,"PROF0081",125295,-100.0942688,38.7833824,144,158
1189,"PROF0081",125296,-100.0942688,38.7833824,158,200
1193,"PROF0413",125345,-94.8478775,38.5921707,0,16
1197,"PROF0413",125346,-94.8478775,38.5921707,16,31
1201,"PROF0413",125347,-94.8478775,38.5921707,31,45
1205,"PROF0413",125348,-94.8478775,38.5921707,45,68
1209,"PROF0413",125349,-94.8478775,38.5921707,68,102
1213,"PROF0413",125350,-94.8478775,38.5921707,102,140
1217,"PROF0323",125351,-95.60849,38.6971512,0,11
1221,"PROF0323",125352,-95.60849,38.6971512,11,28
1225,"PROF0323",125353,-95.60849,38.6971512,28,46
1229,"PROF0323",125354,-95.60849,38.6971512,46,60
1233,"PROF0323",125355,-95.60849,38.6971512,60,81
1237,"PROF0323",125356,-95.60849,38.6971512,81,100
1241,"PROF0323",125357,-95.60849,38.6971512,100,159
1245,"PROF0323",125358,-95.60849,38.6971512,159,186
1249,"PROF0305",125359,-95.7836075,37.8611488,0,18
1253,"PROF0305",125360,-95.7836075,37.8611488,18,29
1257,"PROF0305",125361,-95.7836075,37.8611488,29,53
1261,"PROF0305",125362,-95.7836075,37.8611488,53,103
1265,"PROF0305",125363,-95.7836075,37.8611488,103,135
1269,"PROF0305",125364,-95.7836075,37.8611488,135,177
1273,"PROF0305",125365,-95.7836075,37.8611488,177,210
1277,"PROF0210",125968,-96.8833618,37.8024101,0,12
1281,"PROF0210",125969,-96.8833618,37.8024101,12,41
1285,"PROF0210",125970,-96.8833618,37.8024101,41,63
1289,"PROF0210",125971,-96.8833618,37.8024101,63,102
1293,"PROF0359",127011,-95.2458878,38.53825,0,8
1297,"PROF0359",127012,-95.2458878,38.53825,8,26
1301,"PROF0359",127013,-95.2458878,38.53825,26,56
1305,"PROF0359",127014,-95.2458878,38.53825,56,84
1309,"PROF0359",127015,-95.2458878,38.53825,84,117
1313,"PROF0359",127016,-95.2458878,38.53825,117,148
1317,"PROF0359",127017,-95.2458878,38.53825,148,166
1321,"PROF0359",127018,-95.2458878,38.53825,166,200
1325,"PROF0409",127681,-94.9192505,39.8174438,0,25
1329,"PROF0409",127682,-94.9192505,39.8174438,25,48
1333,"PROF0409",127683,-94.9192505,39.8174438,48,82
1337,"PROF0409",127684,-94.9192505,39.8174438,82,102
1341,"PROF0409",127685,-94.9192505,39.8174438,102,135
1345,"PROF0409",127686,-94.9192505,39.8174438,135,200
1349,"PROF0289",130529,-96.0513889,39.8064167,0,5
1353,"PROF0289",130530,-96.0513889,39.8064167,5,12
1357,"PROF0289",130531,-96.0513889,39.8064167,12,25
1361,"PROF0289",130532,-96.0513889,39.8064167,25,40
1365,"PROF0287",130533,-96.0515556,39.8065278,0,5
1369,"PROF0287",130534,-96.0515556,39.8065278,5,13
1373,"PROF0287",130535,-96.0515556,39.8065278,13,28
1377,"PROF0287",130536,-96.0515556,39.8065278,28,40
1381,"PROF0290",130537,-96.0513889,39.8065278,0,5
1385,"PROF0290",130538,-96.0513889,39.8065278,5,16
1389,"PROF0290",130539,-96.0513889,39.8065278,16,25
1393,"PROF0290",130540,-96.0513889,39.8065278,25,40
1397,"PROF0291",130541,-96.05125,39.8065278,0,5
1401,"PROF0291",130542,-96.05125,39.8065278,5,13
1405,"PROF0291",130543,-96.05125,39.8065278,13,28
1409,"PROF0291",130544,-96.05125,39.8065278,28,40
1413,"PROF0288",130545,-96.0514722,39.8065833,0,5
1417,"PROF0288",130546,-96.0514722,39.8065833,5,13
1421,"PROF0288",130547,-96.0514722,39.8065833,13,28
1425,"PROF0288",130548,-96.0514722,39.8065833,28,40
1429,"PROF0339",131495,-95.43725,39.899,0,5
1433,"PROF0339",131496,-95.43725,39.899,5,13
1437,"PROF0339",131497,-95.43725,39.899,13,27
1441,"PROF0339",131498,-95.43725,39.899,27,40
1445,"PROF0336",131499,-95.4374167,39.8990833,0,5
1449,"PROF0336",131500,-95.4374167,39.8990833,5,16
1453,"PROF0336",131501,-95.4374167,39.8990833,16,30
1457,"PROF0336",131502,-95.4374167,39.8990833,30,40
1461,"PROF0338",131503,-95.4372778,39.8991111,0,5
1465,"PROF0338",131504,-95.4372778,39.8991111,5,15
1469,"PROF0338",131505,-95.4372778,39.8991111,15,26
1473,"PROF0338",131506,-95.4372778,39.8991111,26,40
1477,"PROF0340",131507,-95.4371667,39.8991389,0,5
1481,"PROF0340",131508,-95.4371667,39.8991389,5,20
1485,"PROF0340",131509,-95.4371667,39.8991389,20,30
1489,"PROF0340",131510,-95.4371667,39.8991389,30,40
1493,"PROF0337",131511,-95.4373333,39.8992222,0,5
1497,"PROF0337",131512,-95.4373333,39.8992222,5,16
1501,"PROF0337",131513,-95.4373333,39.8992222,16,28
1505,"PROF0337",131514,-95.4373333,39.8992222,28,40
1509,"PROF0086",133115,-99.9016647,38.1006927,0,16
1513,"PROF0086",133116,-99.9016647,38.1006927,16,27
1517,"PROF0086",133117,-99.9016647,38.1006927,27,43
1521,"PROF0086",133118,-99.9016647,38.1006927,43,60
1525,"PROF0086",133119,-99.9016647,38.1006927,60,86
1529,"PROF0086",133120,-99.9016647,38.1006927,86,158
1533,"PROF0086",133121,-99.9016647,38.1006927,158,177
1537,"PROF0086",133122,-99.9016647,38.1006927,177,200
1541,"PROF0143",133134,-98.663002,38.9501953,0,17
1545,"PROF0143",133135,-98.663002,38.9501953,17,37
1549,"PROF0143",133136,-98.663002,38.9501953,37,66
1553,"PROF0143",133137,-98.663002,38.9501953,66,81
1557,"PROF0143",133138,-98.663002,38.9501953,81,110
1561,"PROF0143",133139,-98.663002,38.9501953,110,133
1565,"PROF0143",133140,-98.663002,38.9501953,133,162
1569,"PROF0143",133141,-98.663002,38.9501953,162,185
1573,"PROF0143",133142,-98.663002,38.9501953,185,202
1577,"PROF0144",133143,-98.6322479,39.0148888,0,14
1581,"PROF0144",133144,-98.6322479,39.0148888,14,26
1585,"PROF0144",133145,-98.6322479,39.0148888,26,46
1589,"PROF0144",133146,-98.6322479,39.0148888,46,74
1593,"PROF0144",133147,-98.6322479,39.0148888,74,115
1597,"PROF0144",133148,-98.6322479,39.0148888,115,138
1601,"PROF0144",133149,-98.6322479,39.0148888,138,155
1605,"PROF0144",133150,-98.6322479,39.0148888,155,196
1609,"PROF0144",133151,-98.6322479,39.0148888,196,215
1613,"PROF0077",140488,-100.3957611,37.1348194,0,10
1617,"PROF0077",140489,-100.3957611,37.1348194,10,28
1621,"PROF0077",140490,-100.3957611,37.1348194,28,47
1625,"PROF0077",140491,-100.3957611,37.1348194,47,66
1629,"PROF0077",140492,-100.3957611,37.1348194,66,82
1633,"PROF0077",140493,-100.3957611,37.1348194,82,96
1637,"PROF0077",140494,-100.3957611,37.1348194,96,123
1641,"PROF0077",140495,-100.3957611,37.1348194,123,165
1645,"PROF0077",140496,-100.3957611,37.1348194,165,206
1649,"PROF0032",143731,-100.9100833,38.2407778,0,11
1653,"PROF0032",143732,-100.9100833,38.2407778,11,25
1657,"PROF0032",143733,-100.9100833,38.2407778,25,55
1661,"PROF0032",143734,-100.9100833,38.2407778,55,73
1665,"PROF0032",143735,-100.9100833,38.2407778,73,111
1669,"PROF0032",143736,-100.9100833,38.2407778,111,137
1673,"PROF0032",143737,-100.9100833,38.2407778,137,157
1677,"PROF0032",143738,-100.9100833,38.2407778,157,175
1681,"PROF0032",143739,-100.9100833,38.2407778,175,198
1685,"PROF0032",143740,-100.9100833,38.2407778,198,220
1689,"PROF0045",143747,-100.6701833,37.6941083,0,18
1693,"PROF0045",143748,-100.6701833,37.6941083,18,30
1697,"PROF0045",143749,-100.6701833,37.6941083,30,51
1701,"PROF0045",143750,-100.6701833,37.6941083,51,83
1705,"PROF0045",143751,-100.6701833,37.6941083,83,107
1709,"PROF0045",143752,-100.6701833,37.6941083,107,149
1713,"PROF0045",143753,-100.6701833,37.6941083,149,187
1717,"PROF0045",143754,-100.6701833,37.6941083,187,200
1721,"PROF0171",145609,-97.8754883,39.6149368,0,8
1725,"PROF0171",145610,-97.8754883,39.6149368,8,21
1729,"PROF0171",145611,-97.8754883,39.6149368,21,47
1733,"PROF0171",145612,-97.8754883,39.6149368,47,71
1737,"PROF0171",145613,-97.8754883,39.6149368,71,101
1741,"PROF0171",145614,-97.8754883,39.6149368,101,125
1745,"PROF0171",145615,-97.8754883,39.6149368,125,152
1749,"PROF0171",145616,-97.8754883,39.6149368,152,200
1753,"PROF0169",145617,-97.8924408,39.6501045,0,12
1757,"PROF0169",145618,-97.8924408,39.6501045,12,30
1761,"PROF0169",145619,-97.8924408,39.6501045,30,54
1765,"PROF0169",145620,-97.8924408,39.6501045,54,79
1769,"PROF0169",145621,-97.8924408,39.6501045,79,102
1773,"PROF0169",145622,-97.8924408,39.6501045,102,140
1777,"PROF0169",145623,-97.8924408,39.6501045,140,190
1781,"PROF0169",145624,-97.8924408,39.6501045,190,210
1785,"PROF0021",148538,-101.3554722,37.3518611,0,11
1789,"PROF0021",148539,-101.3554722,37.3518611,11,19
1793,"PROF0021",148540,-101.3554722,37.3518611,19,36
1797,"PROF0021",148541,-101.3554722,37.3518611,36,52
1801,"PROF0021",148542,-101.3554722,37.3518611,52,81
1805,"PROF0021",148543,-101.3554722,37.3518611,81,120
1809,"PROF0021",148544,-101.3554722,37.3518611,120,143
1813,"PROF0021",148545,-101.3554722,37.3518611,143,168
1817,"PROF0021",148546,-101.3554722,37.3518611,168,200
1821,"PROF0357",167032,-95.2524167,38.0231194,0,15
1825,"PROF0357",167033,-95.2524167,38.0231194,15,40
1829,"PROF0357",167034,-95.2524167,38.0231194,40,71
1833,"PROF0357",167035,-95.2524167,38.0231194,71,91
1837,"PROF0355",167036,-95.2644583,38.0441583,0,18
1841,"PROF0355",167037,-95.2644583,38.0441583,18,45
1845,"PROF0355",167038,-95.2644583,38.0441583,45,61
1849,"PROF0355",167039,-95.2644583,38.0441583,61,88
1853,"PROF0419",167040,-94.7166583,37.9413,0,18
1857,"PROF0419",167041,-94.7166583,37.9413,18,39
1861,"PROF0419",167042,-94.7166583,37.9413,39,57
1865,"PROF0419",167043,-94.7166583,37.9413,57,69
1869,"PROF0326",167044,-95.5994111,38.2748694,0,12
1873,"PROF0326",167045,-95.5994111,38.2748694,12,26
1877,"PROF0326",167046,-95.5994111,38.2748694,26,50
1881,"PROF0326",167047,-95.5994111,38.2748694,50,78
1885,"PROF0326",167048,-95.5994111,38.2748694,78,99
1889,"PROF0396",167049,-95.0811389,38.614725,0,12
1893,"PROF0396",167050,-95.0811389,38.614725,12,26
1897,"PROF0396",167051,-95.0811389,38.614725,26,44
1901,"PROF0396",167052,-95.0811389,38.614725,44,58
